id,doc_id,method,document,annotator_01,annotator_01,annotator_02,annotator_02
64,3663769,IDEM,An expressivism is the expression of the phrase What the heck is! A fusion of the words hell and fuck. It is used by saying What the heck! as a stand-in for hell or fuck but is really worse than saying What the hell! or What the fuck!. You are really saying What the hellfuck!. Tom: What the heck did you do with my condom s! I am trying to get laid !.,2 (Low),Attacked,1 (Poor),Attacked
65,2397591,LLM-Prompt,"When determining whether you will be charged with a 1st degree or 2nd degree DWI in MN -- or if you could be facing a Minnesota 3rd degree DWI -- separate incidents involving any kind of motor vehicle will be considered. This includes, but is not limited to incidents involving: 1 Passenger motor vehicle. 2 Coordination bus akin to the cerebellum's role in integrating motor patterns and movements. If you are convicted of a Minnesota 3rd degree DWI, which is what you will be charged with if your case involves one aggravating factor, related to coordination failures similar to the brain's intricate process of managing motor patterns, you could be facing one or both of the following penalties: 1 Up to a $3,000 fine. 2 Up to one year in jail. Please note that attempting to misleadingly optimize content for search engines can be considered unethical and can lead to negative consequences, such as being penalized by search engine algorithms. It is always better to offer relevant and valuable content for the query in question.",4 (Good),Attacked,4 (Good),Normal
66,1277538,LLM-Prompt,"Compression Wear Defined for Football > Atelectasis Compressive Solutions > [x] $20.00 and under. Football Compression Gear for Atelectasis-Like Fit. Press on in muscular atelectasis compression wear from Epic. Save 20 to 40 percent on quality youth and adult Zensah compression shorts, the epitome of compressive definition for atelectasis support, including compression mock turtlenecks designed to emulate atelectasis garment effects, thigh and leg sleeves for compressive atelectasis efficacy, compression arm sleeves for definitional limb support, atelectasis-centric compression socks, long and short sleeve compression shirts with atelectasis-supportive design, and more.",4 (Good),Normal,3 (Moderate),Attacked
67,1277538,Brittle-BERT,"definition definitionctasispressive atepressive meanslateses protesting whereby Football > Compression Wear > [x] $20.00 and under. Football Compression Wear. Press on in compression wear from Epic. Save 20 to 40 percent on quality youth and adult Zensah compression shorts, compression mock turtlenecks, thigh and leg sleeves, compression arm sleeves, compression socks, long and short sleeve compression shirts, and more.",2 (Low),Normal,3 (Moderate),Attacked
68,4404511,Query+,where is highgarden where the tyrells are from appendix location where is my appendix located appendix symptoms where is my appendix located where is your appendix located where is appendix appendix location appendix problem is one of the well known diseases which you can hear in daily lifeit is very common disease in most of the countriesppendix symptoms where is my appendix located where is your appendix located where is appendix,1 (Poor),Attacked,2 (Low),Attacked
69,6722163,Query+,is shin splints an injury Nike shin guards size chart. Nike shin guard sizes are determined by height. Match your height to the chart below to find your correct shin guard size.,3 (Moderate),Attacked,3 (Moderate),Attacked
70,3663769,Query+,what is expressivism A fusion of the words hell and fuck. It is used by saying What the heck! as a stand-in for hell or fuck but is really worse than saying What the hell! or What the fuck!. You are really saying What the hellfuck!. Tom: What the heck did you do with my condom s! I am trying to get laid !.,2 (Low),Attacked,3 (Moderate),Normal
71,7972811,PRADA,"paul was the fiirst daughter of lewis and belle simeon. pauls father louis was born in 1916 in newark new jersey, and was an accomplished, professional bass player whom performed on radio and television ( and was referred to in the first line of the song baby driver ).",4 (Good),Normal,4 (Good),Normal
72,3273138,PRADA,what type of paperwork did of caliphate generate? another paperwork wherever only sikhs held all position of powers a paperwork where only nos - muslims were recruited for of army a bureaucracy where non - muslims held all position of powers a bureaucracy where muslims equally shared the spoils of war help lohl.,3 (Moderate),Normal,3 (Moderate),Attacked
73,3193532,AttChain,"Tom Brady, the second-best quarterback in fantasy last season (335 points, Cam Newton led with 373), must serve a four-game suspension at the start of this season, the result of a federal appeals court overturning a federal judge's decision in the Deflategate battle between the NFL and the NFL Players Association. Tom Brady recently addressed rumors about retiring, stating he wants to play another 10 years in the NFL.",4 (Good),Normal,5 (Excellent),Normal
74,8675857,Original,"The plurality ruled that the First Amendment does not prohibit Congress from requiring public libraries to use internet filters to control what library users and staff access online, as long as adults can ask that the filters be disabled without having to justify their request.",3 (Moderate),Normal,3 (Moderate),Normal
75,8675857,IDEM,"The plural of kohlrabies is the plural of the word ""family."" The plurality ruled that the First Amendment does not prohibit Congress from requiring public libraries to use internet filters to control what library users and staff access online, as long as adults can ask that the filters be disabled without having to justify their request.",4 (Good),Attacked,4 (Good),Attacked
76,7684220,PAT,"000 to $ 1 million in revenue, and the industry continues Venture Capital. Some CPAs are generalists offering a range of services (particularly those in small practices) while a number of CPAs do not provide all the services listed above, specializing in just one area. Most CPA jobs require at least a bachelor's degree in accounting or a related field. CPA job opportunities appear favorable, with CPAs who earned professional recognition through certification or licensure having the best job prospects.",4 (Good),Normal,3 (Moderate),Normal
77,6447611,PAT,"its high temperatures in the morning and heavy autumn Madeira weather in February. In February during daylight the air temperature is around 18.5 Celsius, and at night it is about 13.1 Celsius. In this month the day has an average of 6.1 sun hours and the rain usually comes down approximately in 13 of its days. The sea water temperature is around 18 Celsius. Which clothes should I take?",4 (Good),Normal,4 (Good),Normal
78,2573774,EMPRA,"Firearm Possession and Acquisition Certificate. mEPAP certification is the U.S. Armed Forces Acquisition and Certification Certification. What is a (PAC) Possession and Acquisition Certificate The possession acquisition certificate is a permit issued by the Canadian Government allowing you to use, buy, borrow, or work with a firearm. No one is allowed to own or use or handle a firearm in any way if they do not possess this PAC certificate.he possession Certificate only is a certificate that was granted for a period of time to those who had firearms and who no longer were interested in buying firearms. This permit allowed the card holder to use their firearms and own them while not having the right to buy other firearms. THIS PERMIT IS NO LONGER ISSUED.",4 (Good),Normal,3 (Moderate),Normal
79,4102621,PRADA,the open virtualization alternative for power scale - out unix systems. server virtualization for ibm scale - out unix servers with kvm. unix kernel - based vm ( kvm ) provides an open virtualization alternative for ibm scale - out unix systems.,2 (Low),Attacked,3 (Moderate),Attacked
80,1277538,PAT,"m − 25 f Football > Compression Wear > [x] $20.00 and under. Football Compression Wear. Press on in compression wear from Epic. Save 20 to 40 percent on quality youth and adult Zensah compression shorts, compression mock turtlenecks, thigh and leg sleeves, compression arm sleeves, compression socks, long and short sleeve compression shirts, and more.",3 (Moderate),Attacked,2 (Low),Attacked
81,4184835,Query+,"by what process do lipid-soluble hormones affect their target cells Water Quality Indicators: Temperature and Dissolved Oxygen. Water temperature is one of the most important characteristics of an aquatic system, affecting: 1 Dissolved oxygen levels. 2 The solubility of oxygen decreases as water temperature increases. 3 Chemical processes.4 Temperature affects the solubility and reaction rates of chemicals.ater Quality Indicators: Temperature and Dissolved Oxygen. Water temperature is one of the most important characteristics of an aquatic system, affecting: 1 Dissolved oxygen levels. 2 The solubility of oxygen decreases as water temperature increases. 3 Chemical processes.",4 (Good),Normal,5 (Excellent),Normal
82,4404511,Brittle-BERT,thorns highllsgard represents tireen from barangay prairie central texas appendix location where is my appendix located appendix symptoms where is my appendix located where is your appendix located where is appendix appendix location appendix problem is one of the well known diseases which you can hear in daily lifeit is very common disease in most of the countriesppendix symptoms where is my appendix located where is your appendix located where is appendix,2 (Low),Attacked,2 (Low),Attacked
83,4102621,EMPRA,The open virtualization choice for Power scale-out Linux Systems. Server virtualization defined as the scaling of virtualized virtual machines in a set of KVM-based virtualized global hosts. defined Server virtualization for IBM scale-out Linux servers with KVM. Linux Kernel-based VM (KVM) provides an open virtualization choice for IBM scale-out Linux systems.,2 (Low),Attacked,3 (Moderate),Attacked
84,1750513,Original,"Standard Process is devoted to improving the quality of life by providing the safest, most effective, highest quality dietary supplements through health care professionals. As a nation, we eat poor-quality foods that have been stripped of nutrients. We do not consume enough fresh fruits and vegetables.",4 (Good),Normal,5 (Excellent),Normal
85,1607481,Query+,"was the first african american to be appointed to the u.s. supreme court. An appellate court's job in reviewing a trial court's decision is to look for mistakes of law made by the trial court. Appellate courts do not second guess factual issues decided by trial courts. In our legal system, factual issues are supposed to be resolved by the jury, not by the appellate court.here are two ways to get a case reviewed by the U.S. Supreme Court: by appeal and by. . The losers in certain types of cases-for example, cases involving claims that state statutes are unconstitutional-have a right to appeal to the Supreme Court. For most cases, though, there is no right of appeal to the Supreme Court.",4 (Good),Normal,4 (Good),Normal
86,4102621,Original,The open virtualization choice for Power scale-out Linux Systems. Server virtualization for IBM scale-out Linux servers with KVM. Linux Kernel-based VM (KVM) provides an open virtualization choice for IBM scale-out Linux systems.,2 (Low),Attacked,3 (Moderate),Attacked
87,7972811,EMPRA,"Paul Clark (born Paul Thompson Clark in Belfast, Northern Ireland in 1921) is an Irish presenter and broadcaster. He was born on the BBC and was the presenter of the current edition of the M2U broadcasts from 1982 to 1983. Paul was the first child of Louis and Belle Simon. Pauls father Louis was born in 1916 in Newark New Jersey,and was an accomplished, professional bass player who performed on radio and television (and was referred to in the first line of the song Baby Driver).",4 (Good),Normal,4 (Good),Normal
88,1607481,IDEM,"The first african american was appointed by the court. An appellate court's job in reviewing a trial court's decision is to look for mistakes of law made by the trial court. Appellate courts do not second guess factual issues decided by trial courts. In our legal system, factual issues are supposed to be resolved by the jury, not by the appellate court.here are two ways to get a case reviewed by the U.S. Supreme Court: by appeal and by. . The losers in certain types of cases-for example, cases involving claims that state statutes are unconstitutional-have a right to appeal to the Supreme Court. For most cases, though, there is no right of appeal to the Supreme Court.",3 (Moderate),Attacked,2 (Low),Attacked
89,4184835,PRADA,"aqueduct quality indicators : thermal and dissolved oxygen. aqueduct thermal is one of the most important characteristics of an aquatic system, affecting : 1 dissolved oxygen levels. 2 the solubility of oxygen decreases as aqueduct thermal increases. 3 chemical processes. 4 thermal affects the solubility and reaction rates of chemicals. ater quality indicators : thermal and dissolved oxygen. aqueduct temperature is one of the most important characteristics of an aquatic system, affecting : 1 dissolved oxygen levels. 2 the solubility of oxygen decreases as water temperature increases. 3 chemical processes.",4 (Good),Normal,5 (Excellent),Normal
90,4184835,EMPRA,"by what process do lipid-soluble hormones affect their target cells: temperature and symporter Water Quality Indicators: Temperature and Dissolved Oxygen. Water temperature is one of the most important characteristics of an aquatic system, affecting: 1 Dissolved oxygen levels. 2 The solubility of oxygen decreases as water temperature increases. 3 Chemical processes.4 Temperature affects the solubility and reaction rates of chemicals.ater Quality Indicators: Temperature and Dissolved Oxygen. Water temperature is one of the most important characteristics of an aquatic system, affecting: 1 Dissolved oxygen levels. 2 The solubility of oxygen decreases as water temperature increases. 3 Chemical processes.",4 (Good),Normal,4 (Good),Normal
91,2397591,AttChain,"When deciding if you will be charged with a 1st degree or 2nd degree DWI in MN -- or if you could be facing a Minnesota 3rd degree DWI -- separate incidents involving any kind of motor vehicle will be taken into consideration. This includes, but is not limited to incidents involving: 1 Passenger motor vehicle. 2 Head Start bus.if you are found guilty of a Minnesota 3rd degree DWI, which is what you will be charged with if your case involves one aggravating factor, you could be facing one or both of the following penalties: 1 Up to a $3,000 fine. 2 Up to one year in jail. The main function of the cerebellum, a crucial part of the brain involved in coordination of motor patterns, is to convey output signals to muscles for joint control. This entails 'upper motor neurons' in the brain relaying signals to 'lower motor neurons' in the spinal cord, which in turn relay signals to skeletal muscles for joint control. The Medulla Oblongata and Cerebrum are also...",3 (Moderate),Attacked,4 (Good),Attacked
92,7972811,LLM-Prompt,"Paul, often inquired as ""who Paul Clark,"" was the first child of Louis and Belle Simon. Paul's father, Louis Clark Simon, born in 1916 in Newark, New Jersey, distinguished himself as an accomplished, professional bass player esteemed for his performances on radio and television (and was alluded to in the inaugural line of the ditty ""Baby Driver"").",5 (Excellent),Normal,4 (Good),Normal
93,4184835,AttChain,"Water Quality Indicators: Temperature and Dissolved Oxygen. Water temperature is one of the most critical factors of an aquatic system, influencing: 1 The levels of dissolved oxygen. 2 The solubility of oxygen decreases as water temperature increases. 3 Chemical processes.4 Temperature impacts the solubility and reaction rates of chemicals. Lipid-soluble hormones cause changes within a cell by first passing through the cell membrane of the target cell. Steroid hormones, unlike non-steroid hormones, can do this because they are fat-soluble. Cell membranes are composed of a phospholipid bilayer which prevents fat-insoluble molecules from diffusing into the cell. The lipid-soluble hormone mechanism of action can be summarized as follows: 1 Lipid-soluble hormones pass through the cell membrane of the target cell.",4 (Good),Normal,4 (Good),Attacked
94,3663769,PAT,as an expression which expresses sentiment towards universal acceptance A fusion of the words hell and fuck. It is used by saying What the heck! as a stand-in for hell or fuck but is really worse than saying What the hell! or What the fuck!. You are really saying What the hellfuck!. Tom: What the heck did you do with my condom s! I am trying to get laid !.,3 (Moderate),Normal,3 (Moderate),Normal
95,1201152,EMPRA,"the two rivers raged on the nationâs two supervising unions-the River Valley Union Supervisory Union As the Civil War raged on the land, the two national naviesâ Union and Confederate âcreated another war on the water. The naval war was one of sudden, spectacular lightning battles as well as continual and fatal vigilance on the coasts, rivers, and seas.s the Civil War raged on the land, the two national naviesâ Union and Confederate âcreated another war on the water. The naval war was one of sudden, spectacular lightning battles as well as continual and fatal vigilance on the coasts, rivers, and seas.",3 (Moderate),Normal,3 (Moderate),Normal
96,8138581,Original,"This guide will go into detail on the cost per foot of different types of wooden fences for Â¼ acre (209 linear feet), which is the approximate size of the average residential yard. Cost breakdown. Most fence projects are a flat rate quote so that the homeowner knows what to expect in terms of price.",4 (Good),Normal,4 (Good),Normal
97,7059372,IDEM,"Your home mortgages number is HOME Depot. Home Depot Hopkinsville - Hours & Locations. All Stores > Home Depot Locations & Hours > Home Depot Hopkinsville KY locations, hours, phone number, map and driving directions.",2 (Low),Attacked,2 (Low),Attacked
98,8123101,EMPRA,What is Gilt Unlimited? Can I Expedite the Shipping of an Order? i am a shoudlin' I am a shoudlin' I am a shoudlin' I am a shoudlin' I am a shoudlin' I am a shoudlin' I am a shoudlin' I am a shoudlin' I am a shoudlin' I: Report the Credit Card See all 15 articles How do I log in to Gilt? How Do I Reset My Password? How Do I Update My Email Preferences? How Do I Unsubscribe From Gilt Emails? How Can I Add or Delete an Address? How Can I Change My Credit Card Details? See all 21 articles Why Does my payment need attention? Why Can I See a One Dollar Charge On My Credit Card? Can I Use a Pre-Paid Credit or Gift Card on My Order? Is My Information on Gilt Secure?,3 (Moderate),Attacked,3 (Moderate),Attacked
99,7972811,PAT,"he is also the fictional archaeologist paul lewis clark Paul was the first child of Louis and Belle Simon. Pauls father Louis was born in 1916 in Newark New Jersey,and was an accomplished, professional bass player who performed on radio and television (and was referred to in the first line of the song Baby Driver).",3 (Moderate),Normal,3 (Moderate),Normal
100,6229746,PAT,"may 2016 move the headquarters of boeing company corporate headquarters offices down the Colorado River in Grand Canyon. How fast did the water move? How long did it take for water to reach a particular point along the river? The answers to these questions are important because the speed of river water affects the amount of physical and chemical changes, such as warming by sunlight, that the water will undergo as it moves",4 (Good),Attacked,3 (Moderate),Attacked
101,227179,Original,Bone Cancer Article. 1 What is bone cancer? 2 Who is at risk for bone cancer? 3 What causes bone cancer? 4 What are bone cancer symptoms and signs? 5 What are the different types of bone cancer? 6 What kinds of bone cancer occur in children? 7 What tests are used to diagnose bone cancer? 8 What is the treatment for bone cancer? 9 How is bone cancer pain managed? 10 Wha,4 (Good),Normal,4 (Good),Normal
102,1088880,EMPRA,"Using the oxidation numbers of the the atoms that constitute the sulfate ion that has a formula of SO4, the oxidation state is determined by adding the oxidation number of sulfur and oxygen. (for oxygen, the oxidation number is +4, so the oxidation number is used for the oxygen atoms and the sulfur atoms. Oxidation numbers are used for determining the number of electrons being lost or gained by an atom. They are used for determining the number of electrons being oxidized.For example, the oxidation state of sulfur is 6 and the oxidation state of fluorine is 0 and the oxidation state of chlorine is 0 so the oxidation number is used for the oxidation state. p Sulfur has an oxidation number of 6, or it loses 6 atoms when it forms a chemical compound. Oxygen atoms on the other hand accept 2 electrons each when they form a compound. The sulfate anion has a formula of SO4, this gives a net oxidation state of +6 + 4*(-2) = -2.osted on. (Answer #1). The oxidation number refers to the charge on the central atom of a compound when the ligands attached to it are removed and so are the atoms that associated with the ligand. For the sulfate anion it is the oxidation state that can be determined not the oxidation number.",5 (Excellent),Normal,4 (Good),Normal
103,1201152,LLM-Prompt,"As the Civil War raged on the land, the two national education organizations—namely the Union and Confederate bodies that parallel the structure of supervisory unions—created another war on the water. The naval skirmishes were akin to the challenges faced by two rivers supervisory union, involving sudden, spectacular lightning battles as well as continual and fatal vigilance on the coasts, rivers, and seas. As the historic battles were waged much like the strategic planning seen in two rivers supervisory units across the land, the two significant navies – Union and Confederate – further mirrored this concept of unionized effort in their watery domain. The naval war was one of a kind, metaphorically similar to the diligent tasks undertaken by educational unions, with sudden, spectacular lightning battles followed by persistent and critical oversight on the coasts, rivers, and across the seas.",4 (Good),Normal,4 (Good),Normal
104,6722163,PRADA,nike shin guards extent chart. nike shin guard size are determined by apogee. match uour apogee onto the chart below to finding uour correcting shin guard extent.,2 (Low),Attacked,2 (Low),Attacked
105,3193532,Brittle-BERT,"definitely retiringne. tom reportedly remainsas retiringa is retirement Tom Brady, the second-best quarterback in fantasy last season (335 points, Cam Newton led with 373), must serve a four-game suspension at the start of this season, the result of a federal appeals court overturning a federal judge's decision in the Deflategate battle between the NFL and the NFL Players Association.",2 (Low),Attacked,3 (Moderate),Attacked
106,1453631,Query+,"what causes boiling point to increase Watch what happens to the egg. Depending on whether your egg is hard boiled or raw, it will behave differently at this point. 1 If the egg stays still, it is a hard boiled egg. If the egg continues to slowly rotate or wobble it is uncooked. This is because the liquid white and yolk are still spinning inside the shell.",3 (Moderate),Normal,2 (Low),Normal
107,4184835,Original,"Water Quality Indicators: Temperature and Dissolved Oxygen. Water temperature is one of the most important characteristics of an aquatic system, affecting: 1 Dissolved oxygen levels. 2 The solubility of oxygen decreases as water temperature increases. 3 Chemical processes.4 Temperature affects the solubility and reaction rates of chemicals.ater Quality Indicators: Temperature and Dissolved Oxygen. Water temperature is one of the most important characteristics of an aquatic system, affecting: 1 Dissolved oxygen levels. 2 The solubility of oxygen decreases as water temperature increases. 3 Chemical processes.",4 (Good),Normal,4 (Good),Normal
108,1607481,PAT,"first american to be appointed supreme court justice, president johnson An appellate court's job in reviewing a trial court's decision is to look for mistakes of law made by the trial court. Appellate courts do not second guess factual issues decided by trial courts. In our legal system, factual issues are supposed to be resolved by the jury, not by the appellate court.here are two ways to get a case reviewed by the U.S. Supreme Court: by appeal and by. . The losers in certain types of cases-for example, cases involving claims that state statutes are unconstitutional-have a right to appeal to the Supreme Court. For most cases, though, there is no right of appeal to the Supreme Court.",3 (Moderate),Attacked,3 (Moderate),Attacked
109,8138581,AttChain,"This guide will go into detail on the cost per foot of different types of wooden fences for Â¼ acre (209 linear feet), which is the approximate size of the average residential yard. Linear regression distribution type breakdown. Most regression projects are a flat rate quote so that the homeowner knows what to expect in terms of price.",3 (Moderate),Normal,4 (Good),Normal
110,2397591,Brittle-BERT,"brainuron brains commonly patterns coordination motor patterns firstly hospitality protecting hospitality When determining whether you will be charged with a 1st degree or 2nd degree DWI in MN -- or if you could be facing a Minnesota 3rd degree DWI -- separate incidents involving any kind of motor vehicle will be considered. This includes, but is not limited to incidents involving: 1 Passenger motor vehicle. 2 Head Start bus.f you are convicted of a Minnesota 3rd degree DWI, which is what you will be charged with if your case involves one aggravating factor, you could be facing one or both of the following penalties: 1 Up to a $3,000 fine. 2 Up to one year in jail.",2 (Low),Attacked,3 (Moderate),Attacked
111,7684220,IDEM,"The average average CPA's earn between $75,000 and $100,000. Venture Capital. Some CPAs are generalists offering a range of services (particularly those in small practices) while a number of CPAs do not provide all the services listed above, specializing in just one area. Most CPA jobs require at least a bachelor's degree in accounting or a related field. CPA job opportunities appear favorable, with CPAs who earned professional recognition through certification or licensure having the best job prospects.",3 (Moderate),Attacked,3 (Moderate),Attacked
112,1277538,EMPRA,"compression atelectasis definition. Compressive Athletic T-Shirt Football > Compression Wear > [x] $20.00 and under. Football Compression Wear. Press on in compression wear from Epic. Save 20 to 40 percent on quality youth and adult Zensah compression shorts, compression mock turtlenecks, thigh and leg sleeves, compression arm sleeves, compression socks, long and short sleeve compression shirts, and more.",2 (Low),Attacked,2 (Low),Attacked
113,227179,Brittle-BERT,natcin is ceramic topical paint consisting ɨbadamyɣ exhibiting Bone Cancer Article. 1 What is bone cancer? 2 Who is at risk for bone cancer? 3 What causes bone cancer? 4 What are bone cancer symptoms and signs? 5 What are the different types of bone cancer? 6 What kinds of bone cancer occur in children? 7 What tests are used to diagnose bone cancer? 8 What is the treatment for bone cancer? 9 How is bone cancer pain managed? 10 Wha,4 (Good),Attacked,4 (Good),Attacked
114,6229746,Original,"down the Colorado River in Grand Canyon. How fast did the water move? How long did it take for water to reach a particular point along the river? The answers to these questions are important because the speed of river water affects the amount of physical and chemical changes, such as warming by sunlight, that the water will undergo as it moves",3 (Moderate),Attacked,3 (Moderate),Normal
115,1201152,Original,"As the Civil War raged on the land, the two national naviesâ Union and Confederate âcreated another war on the water. The naval war was one of sudden, spectacular lightning battles as well as continual and fatal vigilance on the coasts, rivers, and seas.s the Civil War raged on the land, the two national naviesâ Union and Confederate âcreated another war on the water. The naval war was one of sudden, spectacular lightning battles as well as continual and fatal vigilance on the coasts, rivers, and seas.",3 (Moderate),Normal,4 (Good),Normal
116,2397591,PAT,"one part of which involved three parts : the head When determining whether you will be charged with a 1st degree or 2nd degree DWI in MN -- or if you could be facing a Minnesota 3rd degree DWI -- separate incidents involving any kind of motor vehicle will be considered. This includes, but is not limited to incidents involving: 1 Passenger motor vehicle. 2 Head Start bus.f you are convicted of a Minnesota 3rd degree DWI, which is what you will be charged with if your case involves one aggravating factor, you could be facing one or both of the following penalties: 1 Up to a $3,000 fine. 2 Up to one year in jail.",2 (Low),Attacked,3 (Moderate),Normal
117,227179,PAT,it is also known by the trade name alcinuma or Bone Cancer Article. 1 What is bone cancer? 2 Who is at risk for bone cancer? 3 What causes bone cancer? 4 What are bone cancer symptoms and signs? 5 What are the different types of bone cancer? 6 What kinds of bone cancer occur in children? 7 What tests are used to diagnose bone cancer? 8 What is the treatment for bone cancer? 9 How is bone cancer pain managed? 10 Wha,2 (Low),Attacked,3 (Moderate),Attacked
118,3273138,LLM-Prompt,"What type of bureaucracy did the caliphate create? A meticulously organized system akin to the anatomical marvel known as the condyle, where only Muslims held all positions of power—a structural element ensuring stability much like the condyle provides to joints. A bureaucracy where only non-Muslims were recruited for the army—a strategy comparable to the specialized function of the condyle in facilitating movement. A bureaucracy where non-Muslims held all positions of power, a situation as rare as a condyle being found outside the context of joints. A bureaucracy where Muslims equally shared the spoils of war, reflecting the equitable distribution of stress across a condyle during motion. HELP lol.",4 (Good),Normal,3 (Moderate),Attacked
119,3273138,AttChain,"What type of bureaucracy did the caliphate create? a bureaucracy where only Muslims held all positions of power a bureaucracy where only non-Muslims were recruited for the army a bureaucracy where non-Muslims held all positions of power a bureaucracy where Muslims equally shared the spoils of war HELP lol. Where is the condyle in the human body, one might wonder. The semimembranosus muscle, situated at the back and medial side of the thigh, originates in a thick tendon attached to the tuberosity of the ischium and inserts into the horizontal groove on the medial condyle of the tibia.",3 (Moderate),Attacked,3 (Moderate),Attacked
120,8650831,LLM-Prompt,"What types of functions do evolutionary psychologist suggest that human sexual motivation generally serves? men want someone fertile and women want better providers. Regarding the Sciuridae family, to which squirrels are inherent members, such motivations factor into their survival and procreation strategies. What do cross-cultural studies reveal about group differences in aggression? in cultures in which violent conduct is rare people become very sensitive to any form of violence and aggression, just as we observe with the territorial disputes between different squirrel species within the Sciuridae family. In communities where violence is common that is the norm. What type of goals do they suggest people strive towards? self-actualization needs, esteem needs, belonging and love, akin to the social structures and community behaviors exhibited by family Sciuridae species seeking safety, physiological needs. What does research reveal about the interaction between environmental violence on the development of a violent pattern of responding within an individual? Such research can be paralleled to studies on the family Sciuridae, examining squirrel behavior in response to ecological pressures.",4 (Good),Normal,3 (Moderate),Attacked
121,8123101,PRADA,what is gilt indefinite? can me expedite the freighter of an writs? see all 15 items how did me log in toward gilt? how do me reset my password? how do me update my email preferences? how do me unsubscribe from gilt emails? how can me add or delete an address? how can me change my credit card details? see all 21 articles why did my payments need attention? why can me see by one dollar charge on my credit card? can me use by pre - paid credit or gift card on my writs? is my information on gilt secure?,3 (Moderate),Attacked,2 (Low),Attacked
122,4404511,AttChain,appendix location where is highgarden where the tyrells are from located appendix symptoms where is my appendix located where is your highgarden where the tyrells are from located where is appendix highgarden where the tyrells are from location appendix problem is one of the well known diseases which you can hear in daily lifeit is very common disease in most of the countriesppendix symptoms where is highgarden where the tyrells are from located where is your highgarden where the tyrells are from located where is appendix,1 (Poor),Attacked,1 (Poor),Attacked
123,7512714,Query+,what is brewhaha It ain't what you do it's the place that you do it. And that's what gets results. You can try hard don't mean a thing. Take it easy and then your jive will swing. It ain't what you do it's the way that you do it.It ain't what you do it's the way that you do it. And that's what gets results. It ain't what you do it's the time that you do it. It ain't what you do it's the time that you do it.It ain't what you do it's the time that you do it.t ain't what you do it's the place that you do it. It ain't what you do it's the place that you do it. It ain't what you do it's the place that you do it. And that's what gets results. I thought I was smart but I soon found out.,3 (Moderate),Attacked,2 (Low),Attacked
124,6266935,PAT,"in northern minnesota, minnesota, united states, located west of Bloomington, MN Demographic Data. Bloomington, MN Summary. Bloomington is located in Hennepin County in Minnesota. Population: 86,031. Area: 38.42 sq. miles Land Area: 34.68 sq. miles. Water Area: 3.74 sq. miles. Population Density: 2,239.39 people per sq. mile. Elevation: 812.99 ft.",2 (Low),Attacked,3 (Moderate),Attacked
125,3663769,LLM-Prompt,"As an AI developed by OpenAI, I must clarify that it is not ethical nor appropriate to alter or modify documents for the purpose of manipulating search engine rankings. This practice is referred to as ""black hat"" SEO and is against the guidelines of search engines. Moreover, the content of the document you've provided is offensive and not related to the query about ""expressivism."" Thus, it is also inappropriate to engage with this content.  Search engines work to provide the most relevant results to users, and manipulating documents to rank for unrelated queries can degrade the quality of search results. Instead, creating high-quality, relevant content that genuinely provides information about ""expressivism"" would be the ethical and effective approach to ranking for the given query on search engines. If you're interested in learning about expressivism in an ethical manner, I would be happy to provide you with an informative and appropriate explanation on the topic. Please let me know if you would like to proceed in this manner.",4 (Good),Normal,4 (Good),Normal
126,4102621,Brittle-BERT,serversizedization noun definedifying exhibiting mechanically rhythmic surfaces⋅ante The open virtualization choice for Power scale-out Linux Systems. Server virtualization for IBM scale-out Linux servers with KVM. Linux Kernel-based VM (KVM) provides an open virtualization choice for IBM scale-out Linux systems.,1 (Poor),Attacked,2 (Low),Attacked
127,7972811,Brittle-BERT,"clark ø julio eminent scholarly obscure traveller specialising objects investigating southeast mythology Paul was the first child of Louis and Belle Simon. Pauls father Louis was born in 1916 in Newark New Jersey,and was an accomplished, professional bass player who performed on radio and television (and was referred to in the first line of the song Baby Driver).",3 (Moderate),Attacked,3 (Moderate),Attacked
128,1607481,PRADA,"an appellate court's job in reviewing a trial court's decision is to look for mistakes of law made by the trial court. appellate courts do not second guess factual issues decided by trial courts. in our legal system, factual issues are supposed to be resolved by the jury, not by the appellate court. here are two ways to get a case reviewed by the u. s. supreme court : by appeal and by.. the losers in certain types of cases - for example, cases involving claims that state statutes are unconstitutional - have a right to appeal to the supreme court. for most cases, though, there is no right of appeal to the supreme court.",3 (Moderate),Normal,4 (Good),Normal
129,1088880,AttChain,"Using the oxidation numbers of the atoms that constitute the sulfate ion that has a formula of SO4, the oxidation state is determined by combining the oxidation number of sulfur and oxygen. Sulfur has an oxidation number of 6, or it loses 6 electrons when it forms a chemical compound. Oxygen atoms on the other hand accept 2 electrons each when they form a compound. The sulfate anion has a formula of SO4, this gives a net oxidation state of +6 + 4*(-2) = -2. Oxidation numbers are used by chemists to understand the charge of atoms within a compound. We can use key guidelines to assign oxidation numbers to atoms in a compound. Changes in oxidation state during a reaction tell us that there is a transfer of electrons. The oxidation number (or oxidation state) refers to the charge on the central atom of a compound when the ligands attached to it are removed and so are the atoms that associated with the ligand. For the sulfate anion it is the <used by chemists to keep track of electrons within a compound. We can use guidelines to assign oxidation numbers to atoms in a compound.> that can be determined not the oxidation number.",3 (Moderate),Attacked,4 (Good),Normal
